NAME,PLACE,ADDR:CITY,ADDR:HOUSE,ADDR:FLATS,ADDR:POSTC,longitude,latitude
,,Duliajan,SAP1439,,"786602",95.32876610000,27.35536420000
,,Duliajan,SAP1450,,"786602",95.32885190000,27.35462100000
Settlement Area,suburb,,,,,95.32909330000,27.35498410000
,,Duliajan,D+205,,"786602",95.32911480000,27.36756080000
,,Duliajan,D+83,,"786602",95.32932940000,27.36567420000
,,Duliajan,D+207,,"786602",95.32945810000,27.36776080000
,,Duliajan,D+126,,"786602",95.32958690000,27.36528350000
,,Duliajan,SAP1765,,"786602",95.32960830000,27.35526420000
,,,D+173,,,95.32997310000,27.36350170000
,,,D+179,,,95.32999460000,27.36313490000
,,,A-455,,,95.33006970000,27.35770830000
,,Duliajan,D+68,,"786602",95.33061680000,27.36653650000
,,,A-462,,,95.33100840000,27.35782750000
,,,A-755,,,95.33187210000,27.35729380000
,,,A-746,,,95.33325080000,27.35743200000
OMAK S TEA ESTATE,locality,,,,,95.34073000000,27.88879000000
Chopnyu,village,,,,,95.34200000000,26.96590000000
Hotel Highway,,Tinsukia,,,,95.34259560000,27.48275640000
Hotel Urmila Continental,,Tinsukia,,,,95.34437660000,27.49637590000
Kendriya Vidhyalaya,,Duliajan,,,"786602",95.34536360000,27.35433510000
SIKA BAMIN,locality,,,,,95.34622000000,27.91489000000
Big Bazaar,,Tinsukia,,,,95.34848570000,27.49417750000
Dr.S.K.Dey Hospital,,Tinsukia,,,,95.35225150000,27.48899060000
Hindi High School,,Tinsukia,,,,95.35342100000,27.48638270000
Civil Hospital,,Tinsukia,,,,95.35873170000,27.49915480000
Tinsukia,town,,,,,95.36030390000,27.48786510000
Public Bus Station,,Tinsukia,,,,95.36395670000,27.48486940000
JAMPANI,locality,,,,,95.37644000000,27.89566000000
Jaipur,village,,,,,95.39870000000,27.25620000000
Dilli,village,,,,,95.41780000000,27.10930000000
Makum,village,,,,,95.42895750000,27.48684790000
Deomali,town,,,,,95.46728680000,27.20294170000
Khonsa,town,,,,,95.49769510000,27.00106680000
Moran,village,,,,,95.50047330000,27.53661910000
Doomdooma,village,,,,,95.55402870000,27.57015520000
Rupai,town,,,,,95.55688730000,27.59872950000
Saikhoa Ghat,village,,,,,95.55971220000,27.76535210000
Dangari,village,,,,,95.57090470000,27.70311050000
Lazu,village,,,,,95.58706890000,26.90994960000
Dhalla Bazaar,village,,,,,95.60340000000,27.75770000000
Digboi,town,,,,,95.61903800000,27.39308560000
Sadiya Ghat,village,,,,,95.63899170000,27.81529930000
Margherita,village,,,,,95.65740530000,27.29822770000
Kundil Bazar,village,,,,,95.66330090000,27.83203570000
Changlang,town,,,,,95.73618860000,27.13945830000
Ledo,town,,,,,95.74064910000,27.29489210000
Kerimgaon,village,,,,,95.75307850000,27.97432760000
Chapakhowa,town,,,,,95.76119060000,27.92377860000
Tirap,suburb,,,,,95.76773870000,27.29738540000
Lekhapani,village,,,,,95.83641980000,27.32755430000
Mahadevpur,village,,,,,95.84763350000,27.63502530000
Namsai,town,,,,,95.85636740000,27.63804680000
Tipong,suburb,,,,,95.85872530000,27.31289660000
Tirap,village,,,,,95.85990000000,27.22550000000
Sarang,village,,,,,95.86870000000,27.26040000000
Sunpura,village,,,,,95.89570620000,27.84411130000
Lathan,village,,,,,95.90640000000,27.76670000000
Koronu,village,,,,,95.93124170000,28.06031110000
Bhismaknagar,village,,,,,95.99745240000,28.03996320000
Jairampur,town,,,,,96.01330880000,27.35694050000
Kathang,hamlet,,,,,96.03072890000,27.29418560000
Paya,village,,,,,96.03085480000,27.88628190000
Namchik,hamlet,,,,,96.03315840000,27.34030750000
Digaru,village,,,,,96.04930980000,27.88780250000
